Id,OtherPercent,EquityPercent,FixedIncomePercent,MutualFundsPercent,MunicipalsPercent,CommoditiesPercent,ManagedMoneyPercent,InsurancePercent,AnnuityPercent,FinancialPlanningAndConsultingPercent,OtherServicesPercent
541,0.0,3.0,0.0,8.0,0.0,14.0,38.0,0.0,37.0,0.0,0.0
543,0.0,0.0,1.0,2.0,0.0,0.0,72.0,0.0,20.0,5.0,0.0
544,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,75.0,0.0,0.0
545,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
548,0.0,10.46,2.04,24.77,0.0,0.0,51.28,0.36,10.67,0.0,0.0
549,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,4.0,0.0
550,0.0,10.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,32.0,0.0,0.0,45.0,0.0,23.0,0.0,0.0
552,0.0,0.0,0.0,1.0,0.0,0.0,60.0,5.0,20.0,14.0,0.0
553,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
554,0.0,1.0,0.0,2.0,0.0,0.0,80.0,3.0,13.0,1.0,0.0
555,0.0,5.0,0.0,5.0,0.0,5.0,80.0,0.0,5.0,0.0,0.0
556,0.0,7.0,0.0,30.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0
557,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
558,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
559,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
560,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
561,0.0,0.0,0.0,91.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0
562,0.0,0.0,0.0,18.2,0.0,0.0,35.4,3.6,42.8,0.0,0.0
563,0.0,0.0,0.0,18.2,0.0,0.0,35.4,3.6,42.8,0.0,0.0
564,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,87.0,0.0,0.0
565,0.0,10.0,10.0,10.0,0.0,5.0,50.0,5.0,0.0,10.0,0.0
567,0.0,1.74,0.0,1.19,0.0,0.0,32.06,0.05,64.96,0.0,0.0
568,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
570,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
571,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0
572,0.0,3.0,0.0,8.0,0.0,14.0,38.0,0.0,37.0,0.0,0.0
574,0.0,3.0,1.0,19.0,1.0,0.0,55.0,0.0,4.0,17.0,0.0
576,0.0,2.3,0.52,1.08,2.5,0.0,89.3,1.48,1.08,0.0,1.74
577,0.0,49.0,0.0,43.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
578,0.0,0.0,0.0,43.0,0.0,0.0,49.0,2.0,1.0,1.0,4.0
579,0.0,0.0,25.0,45.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0
580,0.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,5.0,0.0
583,0.0,25.0,15.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
585,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
588,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
589,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
590,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
591,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
592,0.0,4.0,3.0,85.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
593,0.0,14.0,20.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,33.0
594,0.0,14.0,20.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,33.0
596,0.0,5.0,0.0,15.0,3.0,0.0,75.0,0.0,2.0,0.0,0.0
597,0.0,5.0,0.0,15.0,3.0,0.0,75.0,0.0,2.0,0.0,0.0
598,0.0,2.0,11.0,6.0,0.7,0.0,46.0,0.5,33.8,0.0,0.0
599,0.0,1.04,1.17,3.72,0.26,0.0,85.32,3.72,4.59,0.0,0.0
600,0.0,1.04,1.17,3.72,0.26,0.0,85.32,3.72,4.59,0.0,0.0
601,0.0,3.0,0.0,3.0,0.0,3.0,40.0,51.0,0.0,0.0,0.0
602,0.0,1.0,0.0,13.0,0.0,0.0,34.0,5.0,38.0,1.0,8.0
603,0.0,7.0,0.0,19.0,0.0,0.0,43.0,6.0,25.0,0.0,0.0
604,0.0,0.0,1.0,25.0,0.0,0.0,53.0,6.0,14.0,0.0,0.0
605,0.0,7.0,7.0,0.0,3.0,0.0,66.0,3.0,14.0,0.0,0.0
606,0.0,5.0,1.0,46.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0
607,0.0,0.5,0.5,38.5,0.0,0.0,8.5,0.0,52.0,0.0,0.0
608,0.0,0.0,0.0,65.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0
609,0.0,1.18,0.0,26.33,0.0,3.92,44.37,3.07,13.5,2.5,0.2
610,0.0,1.18,0.0,26.33,0.0,3.92,44.37,3.07,13.5,2.5,0.2
611,0.0,1.18,0.0,26.33,0.0,3.92,44.37,3.07,13.5,2.5,0.2
612,0.0,0.0,0.0,5.0,0.0,0.0,25.0,5.0,60.0,5.0,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,10.0,0.0,0.0
614,0.0,3.0,0.0,10.0,0.0,5.0,27.0,30.0,25.0,0.0,0.0
615,0.0,0.0,0.0,15.0,0.0,0.0,60.0,15.0,6.0,4.0,0.0
616,0.0,0.0,0.0,15.0,0.0,0.0,60.0,15.0,6.0,4.0,0.0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
618,0.0,0.0,0.0,11.0,0.0,0.0,30.0,1.0,58.0,0.0,0.0
619,0.0,1.0,0.0,10.0,0.0,0.0,30.0,2.0,57.0,0.0,0.0
620,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
621,0.0,10.0,0.0,40.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0
622,0.0,10.0,0.0,40.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0
623,0.0,0.0,0.0,8.0,0.0,0.0,83.0,0.0,5.0,0.0,4.0
625,0.0,10.0,0.0,30.0,5.0,0.0,45.0,3.0,2.0,5.0,0.0
626,0.0,2.0,0.0,2.0,0.0,1.0,75.0,8.0,10.0,2.0,0.0
628,0.0,5.0,10.0,30.0,15.0,0.0,25.0,0.0,10.0,0.0,5.0
629,0.0,0.1,0.0,2.5,0.0,0.0,88.0,5.9,3.2,0.1,0.0
630,0.0,0.1,0.0,2.5,0.0,0.0,88.0,5.9,3.2,0.1,0.0
631,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
632,0.0,5.0,4.0,16.0,1.0,1.0,60.0,0.0,13.0,0.0,0.0
633,0.0,0.21,0.0,7.22,0.0,0.0,0.0,13.0,79.57,0.0,0.0
634,0.0,0.21,0.0,7.22,0.0,0.0,0.0,13.0,79.57,0.0,0.0
635,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,60.0,0.0,0.0
636,0.0,1.0,45.0,4.0,1.0,0.0,37.0,0.0,12.0,0.0,0.0
637,0.0,0.0,0.0,30.0,0.0,1.0,34.0,5.0,30.0,0.0,0.0
638,0.0,6.0,0.0,36.0,0.0,4.0,0.0,0.0,54.0,0.0,0.0
639,0.0,6.0,0.0,89.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
640,0.0,40.0,0.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
641,0.0,5.0,0.0,40.0,0.0,10.0,20.0,0.0,25.0,0.0,0.0
642,0.0,0.0,0.0,2.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0
644,0.0,5.32,1.64,15.81,0.91,0.0,66.05,0.0,9.74,0.0,0.0
646,0.0,5.0,10.0,35.0,5.0,0.0,20.0,10.0,15.0,0.0,0.0
647,0.0,5.0,1.0,10.0,1.0,0.0,73.0,0.0,5.0,2.0,3.0
648,0.0,9.0,14.0,31.0,5.0,0.0,30.0,1.0,10.0,0.0,0.0
649,0.0,25.0,3.0,12.0,0.0,17.0,25.0,5.0,11.0,2.0,0.0
650,0.0,25.0,3.0,12.0,0.0,17.0,25.0,5.0,11.0,2.0,0.0
651,0.0,0.75,0.95,3.5,0.15,0.0,85.15,0.0,9.5,0.0,0.0
652,0.0,0.75,0.95,3.5,0.15,0.0,85.15,0.0,9.5,0.0,0.0
653,0.0,0.0,0.0,17.7,0.0,2.3,72.4,0.0,7.6,0.0,0.0
654,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,10.0,5.0,0.0
655,0.0,1.0,0.0,43.0,0.0,0.0,53.0,0.0,3.0,0.0,0.0
656,0.0,1.0,0.0,43.0,0.0,0.0,53.0,0.0,3.0,0.0,0.0
657,0.0,0.0,0.0,70.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0
658,0.0,0.0,0.0,70.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0
660,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0
661,0.0,20.0,2.0,17.0,1.0,0.0,58.0,0.0,2.0,0.0,0.0
